id,name,typecode,addr,gcj,wgs,cell_id,wgs_lng,wgs_lat,kind
B0KATSMKEI,聚合香果园酒店,100100,中环外环之间克山路550弄6号楼,"121.462645,31.407123","121.458072,31.408971",6935,121.458072,31.408971,hotel
B0L1SOSI9H,果园公寓大酒店2号楼,100100,湄浦路与防汛通道交叉口东北200米,"121.462625,31.407125","121.458052,31.408973",6935,121.458052,31.408973,hotel
B0LKNLQX3T,来宿公寓A区,100200,盘古路与铁力路交叉口东北220米,"121.462425,31.402425","121.457852,31.404274",6935,121.457852,31.404274,hotel
B0MGA9G449,泰名公寓,100200,盘古路与克山路交叉口东140米,"121.468075,31.402475","121.463519,31.404338",6935,121.463519,31.404338,hotel
B0FFHTSUEG,新田360广场(上海康桥店),060102,秀浦路668号,"121.565211,31.125322","121.560985,31.127554",8047,121.560985,31.127554,mall
B0FFIEE6BY,永乐汇亲子购物运动中心,060101,上南路6717号,"121.560543,31.120003","121.556308,31.122231",8047,121.556308,31.122231,mall
B0FFFZJHTI,维也纳国际酒店(上海新国际博览中心周浦地铁站万达店),100103,上南路6697号,"121.558418,31.120535","121.554178,31.122759",8047,121.554178,31.122759,hotel
B0FFIAPP8D,上海百佳公寓,100200,周浦镇沪南公路3188号,"121.566546,31.120559","121.562322,31.122796",8047,121.562322,31.122796,hotel
B0FFFYQI02,静安嘉里中心,060101,南京西路1515号,"121.449749,31.223558","121.445158,31.225446",6661,121.445158,31.225446,mall
B00156YMHK,CP静安,060101,愚园路68号(静安寺地铁站3号口附近),"121.446407,31.225586","121.441808,31.227466",6661,121.441808,31.227466,mall
B0FFFT33UG,久光百货,060101,南京西路1618号,"121.446199,31.223995","121.441599,31.225876",6661,121.441599,31.225876,mall
B0FFFA6WPS,芮欧百货,060101,南京西路1601号(静安寺地铁站4号口旁),"121.447479,31.223318","121.442882,31.225201",6661,121.442882,31.225201,mall
B0FFFWVR60,1788广场,060101,南京西路1818号(静安寺地铁站1号口步行140米),"121.443701,31.222454","121.439096,31.224331",6661,121.439096,31.224331,mall
B00155LZ1N,静安香格里拉大酒店,100102,延安中路1218号,"121.450453,31.223105","121.445863,31.224994",6661,121.445863,31.224994,hotel
B0FFF9ZV27,静安嘉里中心北区商场,060101,南京西路1515号(静安寺地铁站6号口旁),"121.449166,31.224021","121.444573,31.225907",6661,121.444573,31.225907,mall
B0FFIL8D25,上海静安昆仑大酒店,100102|050000,华山路250号(静安寺地铁站12号),"121.445299,31.219333","121.440698,31.221214",6661,121.440698,31.221214,hotel
B0FFF9ZV2O,静安嘉里中心南区商场,060101,南京西路1515号,"121.449975,31.222957","121.445384,31.224846",6661,121.445384,31.224846,mall
B00155KK60,上海宏安瑞士大酒店,100102|050000,愚园路1号,"121.447073,31.224675","121.442475,31.226557",6661,121.442475,31.226557,hotel
B0FFF9ZV36,静安嘉里中心东区商场,060101,南京西路1563号地下(静安寺地铁站6号口步行320米),"121.450232,31.224269","121.445642,31.226157",6661,121.445642,31.226157,mall
B00150E30A,延安饭店,100103|050000,延安中路1111号,"121.44829,31.220481","121.443695,31.222367",6661,121.443695,31.222367,hotel
B00155KLUI,璞丽酒店,100102,常德路1号,"121.448392,31.222211","121.443798,31.224097",6661,121.443798,31.224097,hotel
B0FFJ2P1EA,康铂酒店(上海静安寺店),100100,乌鲁木齐北路425号1718幢,"121.443961,31.219356","121.439357,31.221235",6661,121.439357,31.221235,hotel
B001550802,上海云峰大饭店,100104,北京西路1700号(静安寺地铁站1号口步行490米),"121.44316,31.226121","121.438553,31.227995",6661,121.438553,31.227995,hotel
B0LUOCKH2Z,上海静安寺愚园路亚朵酒店(V3.6),100100,北京西路1829号3-4楼,"121.442476,31.223824","121.437868,31.225698",6661,121.437868,31.225698,hotel
B0HBNSV9YL,上海静安寺华山路亚朵X酒店,100100,乌鲁木齐北路458号中雅大楼,"121.443377,31.21858","121.438772,31.220458",6661,121.438772,31.220458,hotel
B0L2O5W6K8,上海百乐门精品酒店,100103,南京西路1730号百乐门大都会12-20层,"121.44458,31.22269","121.439977,31.224568",6661,121.439977,31.224568,hotel
B0FFHUDN7H,几木筱筑酒店(上海静安寺店),100100,新闸路1933号(武定路地铁站2号口步行490米),"121.441621,31.226222","121.437011,31.228093",6661,121.437011,31.228093,hotel
B0MBPS1IMO,世纪时空服务公寓,100103,乌鲁木齐北路199世纪时空大厦16层,"121.442758,31.222425","121.438151,31.224300",6661,121.438151,31.2243,hotel
B00155R4R5,海友酒店(上海静安寺店),100105,万航渡路105号(静安寺地铁站1号口步行390米),"121.442511,31.225204","121.437903,31.227077",6661,121.437903,31.227077,hotel
B0MAKSOFR5,全季酒店(上海静安寺店),100105,万航渡路105号(静安寺地铁站1号口步行350米),"121.442617,31.225004","121.438009,31.226878",6661,121.438009,31.226878,hotel
B0LKSRJS5L,丽季酒店(上海静安寺华山医院店),100100,乌鲁木齐北路480号(静安寺地铁站12号口步行450米),"121.443439,31.217942","121.438834,31.219820",6661,121.438834,31.21982,hotel
B0LUZ4UVMG,上海国际丽都公馆酒店式服务公寓,100103,愚园路268号(静安寺地铁站1号口步行250米),"121.443121,31.223354","121.438515,31.225229",6661,121.438515,31.225229,hotel
B00155KMR9,曼福楼宾馆(上海静安寺店),100100,乌鲁木齐北路65弄1号,"121.44115,31.224759","121.436539,31.226630",6661,121.436539,31.22663,hotel
B0FFFHB4L4,上海世纪时空宜家酒店公寓,100100,静安寺街道乌鲁木齐北路199号世纪时空大厦1601室,"121.442549,31.222537","121.437941,31.224412",6661,121.437941,31.224412,hotel
B0L2MMZ634,上海静安寺亚朵X酒店-大堂,100100,乌鲁木齐北路与延安西路交叉口南140米,"121.443366,31.218563","121.438761,31.220441",6661,121.438761,31.220441,hotel
B0LBCMB497,康铂酒店上海静安店大堂,100100,乌鲁木齐北路425号1718幢康铂酒店(上海静安店),"121.443946,31.219354","121.439342,31.221233",6661,121.439342,31.221233,hotel
B00157GGOU,世纪时空瑜伽酒店公寓,100103,静安寺街道乌鲁木齐北路199号世纪时空大厦1804室,"121.442758,31.222428","121.438151,31.224303",6661,121.438151,31.224303,hotel
B0L0D6LHNO,青山宿雾,100200,乌鲁木齐北路与延安西路交叉口西北20米,"121.443125,31.220225","121.438519,31.222102",6661,121.438519,31.222102,hotel
B0FFKM4K42,影居民宿(万航渡路分店),100200,万航渡路百乐门小区百乐门小区,"121.442077,31.224858","121.437468,31.226731",6661,121.437468,31.226731,hotel
B0LRTAA4U5,Andy家居家民宿(静安寺店),100200,北京西路百乐门小区-92号楼,"121.442863,31.224209","121.438256,31.226083",6661,121.438256,31.226083,hotel
B0LU75U9W7,方展博电竞民宿(静安寺店),100200,乌鲁木齐北路199号世纪时空大厦805室,"121.442756,31.22243","121.438149,31.224305",6661,121.438149,31.224305,hotel
B0LG7948OH,醒家民宿(静安寺南京西路二店),100200,"万航渡路柳迎邨(也可以从万航渡路55弄进去,这里地铁近)","121.44391,31.224789","121.439305,31.226665",6661,121.439305,31.226665,hotel
B0J1YNDPPZ,大朱民宿(静安寺南京西路店),100200,延安中路1157弄延安中路1157弄新里,"121.44685,31.220666","121.442252,31.222549",6661,121.442252,31.222549,hotel
B0FFJVAHPZ,上海INSHOP聚集地(静安嘉里中心南区商场店),060100,南京西路1515号静安嘉里中心南区商场L1层,"121.448875,31.222925","121.444282,31.224811",6661,121.444282,31.224811,mall
